comboId,req1Id,req1,req_1,req2Id,req2,req_2,Label,AnnotationStatus
30674.0,1432588.0,[META] Router Infrastructure, meta  router infrastructure,1456145.0,Add impression ping for AS router snippets,add impression ping for as router snippets,1.0,M
19341.0,1410333.0,[meta] Add automated tests for Activity Stream functionality, meta  add automated tests for activity stream functionality,1410888.0,"Add automated test for ""Top Sites - Context menu - User tiles - Open in a New Private Window""",add automated test for  top sites   context menu   user tiles   open in a new private window ,1.0,M
17265.0,1363750.0,[meta] Photon - Improve perceived UI performance in Firefox, meta  photon   improve perceived ui performance in firefox,1363780.0,[meta] Photon - shutdown should not feel slow, meta  photon   shutdown should not feel slow,1.0,M
13674.0,1471328.0,[META] CFR Add-ons, meta  cfr add ons,1498630.0,ASRouter Targeting Devtools,asrouter targeting devtools,1.0,M
4599.0,342920.0,Allow users to disable full-text indexing,allow users to disable full text indexing,342916.0,Index full text of pages as they are bookmarked,index full text of pages as they are bookmarked,1.0,M
24761.0,1425941.0,[tracking] Add UI language selection preference, tracking  add ui language selection preference,1469690.0,Allow uninstalling language packs from the configure dialog,allow uninstalling language packs from the configure dialog,1.0,M
41236.0,870659.0,"Ongoing/active/current downloads should always appear first in the download manager, and finished/completed/done below",ongoing active current downloads should always appear first in the download manager  and finished completed done below,991121.0,[UX] Design - Ongoing downloads should always appear first in the download manager, ux  design   ongoing downloads should always appear first in the download manager,1.0,M
19303.0,1531854.0,Don't create the hidden window on a normal browsing session,don t create the hidden window on a normal browsing session,1527213.0,Find a way to not use the hidden window in PerfService.jsm,find a way to not use the hidden window in perfservice jsm,1.0,M
12498.0,1575010.0,Pad megabar panel with horizontal space,pad megabar panel with horizontal space,1561533.0,Increase quantumbar input size on focus and visually integrate the view (pref'd off),increase quantumbar input size on focus and visually integrate the view  pref d off ,1.0,M
37354.0,248715.0,Avoid shifting the page when toolbars appear or disappear,avoid shifting the page when toolbars appear or disappear,982323.0,Breakdown:  Avoid shifting the page when toolbars appear or disappear,breakdown   avoid shifting the page when toolbars appear or disappear,1.0,M
12451.0,1471328.0,[META] CFR Add-ons, meta  cfr add ons,1471318.0,"Add ""reach"" telemetry for AS Router sessions",add  reach  telemetry for as router sessions,1.0,M
946.0,1438147.0,Investigate improving SiteDataManager richlistbox performance,investigate improving sitedatamanager richlistbox performance,1451412.0,Use a documentFragment to build the site data list,use a documentfragment to build the site data list,1.0,M
22800.0,1349423.0,[meta] Photon - Firefox Animation Improvements, meta  photon   firefox animation improvements,1352068.0,Implement new session restore animation,implement new session restore animation,1.0,M
53458.0,1432589.0,[META] Preferences, meta  preferences,1457234.0,Add link to about:preferences#home under startup prefs section,add link to about preferences home under startup prefs section,1.0,M
35000.0,1433230.0,Add recent downloads to Highlights,add recent downloads to highlights,1446395.0,Assign context menus in Highlights on a per card type basis,assign context menus in highlights on a per card type basis,1.0,M
14731.0,1432306.0,Implement restore all for blocked sites,implement restore all for blocked sites,1417155.0,Add new Home / New Tab page preference section for default / blank / custom / add-on,add new home   new tab page preference section for default   blank   custom   add on,1.0,M
19153.0,1349422.0,[meta] Photon - Improvements to First-Run Experience, meta  photon   improvements to first run experience,1357008.0,"[User Story] [Tour Notification] As Firefox team, we want to send tour notifications of product features that we believe matter to user", user story   tour notification  as firefox team  we want to send tour notifications of product features that we believe matter to user,1.0,M
36656.0,1425398.0,Opening preferences is slow even on a fast machine,opening preferences is slow even on a fast machine,1425676.0,Create a talos test for loading Preferences,create a talos test for loading preferences,1.0,M
5354.0,1433047.0,[meta] Create the tab-modal Payment Request widget, meta  create the tab modal payment request widget,1501447.0,Implement payments tab modal dialog animations,implement payments tab modal dialog animations,1.0,M
34124.0,1442203.0,[meta] Improve cert error pages, meta  improve cert error pages,1362079.0,Display a more helpful error when a SSL handshake fails due to a client certificate,display a more helpful error when a ssl handshake fails due to a client certificate,1.0,M
34397.0,1348289.0,[meta] Photon - Improve perceived UI performance in Firefox (bugs for triage), meta  photon   improve perceived ui performance in firefox  bugs for triage ,1354782.0,Avoid layout flush and invalidation loop in _positionPinnedTabs,avoid layout flush and invalidation loop in  positionpinnedtabs,1.0,M
41403.0,1350472.0,[meta] Reduce the number of jsms loaded in content processes, meta  reduce the number of jsms loaded in content processes,1352522.0,Lazily load ContentWebRTC.jsm,lazily load contentwebrtc jsm,1.0,M
12589.0,1349822.0,[meta] updateCurrentBrowser can be slow, meta  updatecurrentbrowser can be slow,1355424.0,Consider making updateCurrentBrowser interruptible,consider making updatecurrentbrowser interruptible,1.0,M
43718.0,1437659.0,[META] Reduce Backlog, meta  reduce backlog,1385306.0,Make Activity Stream unprivileged: ensure about:newtab document runs with null principal,make activity stream unprivileged  ensure about newtab document runs with null principal,1.0,M
27730.0,1387013.0,[meta] Stuff we can remove now that XUL extensions are no longer supported, meta  stuff we can remove now that xul extensions are no longer supported,1414930.0,Remove the contentViewerEdit property from tabbrowser and browser bindings,remove the contentvieweredit property from tabbrowser and browser bindings,1.0,M
38043.0,1363771.0,[meta] Photon - Eliminate or greatly reduce pauses that can occur randomly in front-end code, meta  photon   eliminate or greatly reduce pauses that can occur randomly in front end code,1426392.0,Add reflow tests in ASAP mode,add reflow tests in asap mode,1.0,M
30174.0,1535711.0,[meta] Pocket New Tab, meta  pocket new tab,1573204.0,Discovery Stream pocket stories add one more line to text content,discovery stream pocket stories add one more line to text content,1.0,M
46509.0,1357285.0,[meta] Preferences search, meta  preferences search,1353954.0,Enable the browser.preferences.search preference to turn on in-content filtering of the preferences,enable the browser preferences search preference to turn on in content filtering of the preferences,1.0,M
13537.0,1352697.0,[meta] Add a URL-bar based page action menu, meta  add a url bar based page action menu,1363169.0,"Add support for native Windows ""Share"" feature",add support for native windows  share  feature,1.0,M
42626.0,1542866.0,[meta] Add server-controllable collapsible sections to Discovery Stream - TBD, meta  add server controllable collapsible sections to discovery stream   tbd,1543442.0,Update styles for more general collapsible sections,update styles for more general collapsible sections,1.0,M
48820.0,1461743.0,[meta] Privacy UI Improvements, meta  privacy ui improvements,1484251.0,Telemetry for Content Blocking,telemetry for content blocking,1.0,M
41572.0,1371834.0,Add new Photon-themed download icon,add new photon themed download icon,1353434.0,[ux] New download animation for photon + SVG assets, ux  new download animation for photon   svg assets,1.0,M
49390.0,1473978.0,[meta] Restrict the access of third-party trackers to their cookie jar, meta  restrict the access of third party trackers to their cookie jar,1506947.0,Add a pref for site-specific workarounds for blocking cookies from trackers,add a pref for site specific workarounds for blocking cookies from trackers,1.0,M
47080.0,1363777.0,[meta] Photon - Photon performance bugs that can be taken individually, meta  photon   photon performance bugs that can be taken individually,1383088.0,PREF_SSL_IMPACT is visible in startup profiles,pref ssl impact is visible in startup profiles,1.0,M
26358.0,1433177.0,[Meta] New bookmark sync, meta  new bookmark sync,1435588.0,Override `applyIncomingBatch` in the buffered bookmarks engine to insert all incoming records at once,override  applyincomingbatch  in the buffered bookmarks engine to insert all incoming records at once,1.0,M
49600.0,1492563.0,Enable blocking access to storage from tracking resources by default on all desktop platforms on Nightly,enable blocking access to storage from tracking resources by default on all desktop platforms on nightly,1493060.0,Convert an overly aggressive assertion into a runtime check,convert an overly aggressive assertion into a runtime check,1.0,M
47197.0,1433199.0,"""View more"" for each section", view more  for each section,1444500.0,Add an about:library page Firefox,add an about library page firefox,1.0,M
15885.0,1361010.0,[meta] Sync changes required for autofill/payment work, meta  sync changes required for autofill payment work,1382530.0,Unhide address and creditcard sync engines,unhide address and creditcard sync engines,1.0,M
55143.0,1494755.0,[meta] Implement Tab Manager proposal, meta  implement tab manager proposal,1466732.0,Add recently closed tabs to tab overflow menu,add recently closed tabs to tab overflow menu,1.0,M
55547.0,1471328.0,[META] CFR Add-ons, meta  cfr add ons,1484030.0,Chiclet animation for CFR,chiclet animation for cfr,1.0,M
44171.0,1427951.0,[meta] Payment Request Shipping/Contact Address Add/Edit page, meta  payment request shipping contact address add edit page,1483427.0,"Saving an invalid address/card form reverts values to the original, losing changes",saving an invalid address card form reverts values to the original  losing changes,1.0,M
55083.0,1501751.0,[META] Pinned Tabs CFR 67, meta  pinned tabs cfr 67,1528953.0,Add pref to opt out of recommended features,add pref to opt out of recommended features,1.0,M
45813.0,1471328.0,[META] CFR Add-ons, meta  cfr add ons,1497640.0,Add support for Test Pilot add-ons in CFR,add support for test pilot add ons in cfr,1.0,M
33896.0,1363755.0,[meta] Photon - Tab interactions should be immediate, meta  photon   tab interactions should be immediate,1349822.0,[meta] updateCurrentBrowser can be slow, meta  updatecurrentbrowser can be slow,1.0,M
5320.0,1350472.0,[meta] Reduce the number of jsms loaded in content processes, meta  reduce the number of jsms loaded in content processes,1354820.0,Implement a module getter that will unload when idle,implement a module getter that will unload when idle,1.0,M
16693.0,1352697.0,[meta] Add a URL-bar based page action menu, meta  add a url bar based page action menu,1360055.0,"[UX] Need spec for the page-action menu's ""Send to Device"" submenu/subview/subpanel", ux  need spec for the page action menu s  send to device  submenu subview subpanel,1.0,M
15280.0,1418973.0,[meta] Improve keyboard accessibility of the toolbar and its buttons, meta  improve keyboard accessibility of the toolbar and its buttons,1436089.0,Make pressing Tab from the tabs strip focus first item or group of items in the toolbar.,make pressing tab from the tabs strip focus first item or group of items in the toolbar ,1.0,M
35793.0,1427953.0,[meta] Payment Request Basic (Credit/Debit) Card Add/Edit page, meta  payment request basic  credit debit  card add edit page,1455789.0,Finalize option sorting and default selected index for the payment method picker,finalize option sorting and default selected index for the payment method picker,1.0,M
48640.0,1545802.0,[META] Trailhead Desktop First Run, meta  trailhead desktop first run,1548743.0,"Improve styling of trailhead flow (scrollable page, animations, dismiss)",improve styling of trailhead flow  scrollable page  animations  dismiss ,1.0,M
33168.0,1433177.0,[Meta] New bookmark sync, meta  new bookmark sync,1548884.0,Enable the synced bookmarks mirror on Nightly and Beta,enable the synced bookmarks mirror on nightly and beta,1.0,M
51351.0,1365421.0,Move bookmarks menu button out of the nav bar (replace with library button) and remove the star portion of the button,move bookmarks menu button out of the nav bar  replace with library button  and remove the star portion of the button,1352120.0,Put a bookmark-star button in the location bar,put a bookmark star button in the location bar,1.0,M
30238.0,1512725.0,[META] Pocket + New Tab MVP 66/67, meta  pocket   new tab mvp 66 67,1522299.0,[META] : QA Bugs, meta    qa bugs,1.0,M
10150.0,1531224.0,History should show which devices accessed each URL.,history should show which devices accessed each url ,1516329.0,[meta] Sync full history from all devices, meta  sync full history from all devices,1.0,M
33934.0,1410333.0,[meta] Add automated tests for Activity Stream functionality, meta  add automated tests for activity stream functionality,1410828.0,"Add automated test for ""Hover and `Dismiss` Top Sites tile""",add automated test for  hover and  dismiss  top sites tile ,1.0,M
16823.0,1461743.0,[meta] Privacy UI Improvements, meta  privacy ui improvements,1496243.0,"When third party tracking cookies are blocked, control center says all third party cookies are blocked",when third party tracking cookies are blocked  control center says all third party cookies are blocked,1.0,M
24311.0,1410333.0,[meta] Add automated tests for Activity Stream functionality, meta  add automated tests for activity stream functionality,1410825.0,"Add automated test for ""Open Top Sites from tiles""",add automated test for  open top sites from tiles ,1.0,M
41528.0,1535711.0,[meta] Pocket New Tab, meta  pocket new tab,1574224.0,Build dismiss wrapping component,build dismiss wrapping component,1.0,M
9429.0,1410333.0,[meta] Add automated tests for Activity Stream functionality, meta  add automated tests for activity stream functionality,1410393.0,"Add automated test for ""Top Stories - Context menu - Save to Pocket""",add automated test for  top stories   context menu   save to pocket ,1.0,M
47365.0,1512643.0,Manage keyboard navigation through groups of results,manage keyboard navigation through groups of results,1492842.0,Implement UrlbarInput up/down key event handling to navigate within the UrlbarView,implement urlbarinput up down key event handling to navigate within the urlbarview,1.0,M
505.0,1361010.0,[meta] Sync changes required for autofill/payment work, meta  sync changes required for autofill payment work,1366658.0,Tweak engine registration process to better facilitate external engines,tweak engine registration process to better facilitate external engines,1.0,M
49092.0,1535001.0,[META] CFR, meta  cfr,1552809.0,Enable Bookmark panel messages to work without translations,enable bookmark panel messages to work without translations,1.0,M
26537.0,1432586.0,[META] Weighted Highlights, meta  weighted highlights,1432595.0,Add section in prefs to turn off parts of Highlights,add section in prefs to turn off parts of highlights,1.0,M
27695.0,1457572.0,[META] Build Process, meta  build process,1459773.0,[meta] make unit tests run in mozilla-central automation, meta  make unit tests run in mozilla central automation,1.0,M
55107.0,1449974.0,[META] Reminder / Pins, meta  reminder   pins,1433213.0,Allow pinning the current page to new tab from page action menu,allow pinning the current page to new tab from page action menu,1.0,M
35158.0,1352695.0,[meta] Update the hamburger panel for Photon, meta  update the hamburger panel for photon,1354116.0,"Add 'Open File...', 'Save Page As...', 'Page Setup...' and 'Print' buttons to static hamburger menu",add  open file       save page as       page setup     and  print  buttons to static hamburger menu,1.0,M
55530.0,1535711.0,[meta] Pocket New Tab, meta  pocket new tab,1552937.0,[Cards] Context menu button and card hover UX, cards  context menu button and card hover ux,1.0,M
33539.0,1512802.0,Consider allowing individual session management of containers,consider allowing individual session management of containers,1524959.0,Consider assigning different sessions to separate containers,consider assigning different sessions to separate containers,1.0,M
35559.0,1463693.0,[tracking] New certificate error page design and copy, tracking  new certificate error page design and copy,1530348.0,"Unfork aboutNetError.{xhtml,css}",unfork aboutneterror  xhtml css ,1.0,M
36924.0,1431382.0,"Add automated test for ""Tags can be added to bookmarks using the star-shaped button, the library and the sidebar""",add automated test for  tags can be added to bookmarks using the star shaped button  the library and the sidebar ,1427701.0,"Add automated test for ""Tags can be added to bookmarks using the star-shaped button""",add automated test for  tags can be added to bookmarks using the star shaped button ,1.0,M
8599.0,1481546.0,[meta] Let the Windows launcher process ride the trains, meta  let the windows launcher process ride the trains,1520987.0,Launcher process: Consider disabling due to failure if we do not see the browser registry key updated in a reasonable amount of time,launcher process  consider disabling due to failure if we do not see the browser registry key updated in a reasonable amount of time,1.0,M
45472.0,1350472.0,[meta] Reduce the number of jsms loaded in content processes, meta  reduce the number of jsms loaded in content processes,1385954.0,Consider removing Preferences.jsm,consider removing preferences jsm,1.0,M
3281.0,1369443.0,WebContentConverter.js is loaded too early during startup,webcontentconverter js is loaded too early during startup,1477670.0,Actually remove registerContentHandler implementation,actually remove registercontenthandler implementation,1.0,M
6533.0,1432588.0,[META] Router Infrastructure, meta  router infrastructure,1484996.0,Add weight to ASR,add weight to asr,1.0,M
160.0,1435780.0,[Meta] Firefox launcher process, meta  firefox launcher process,1488546.0,Skip safe mode keypress checks in launcher process,skip safe mode keypress checks in launcher process,1.0,M
9517.0,1479806.0,[META] Top Site Search Shortcuts, meta  top site search shortcuts,1480814.0,Add a pref to enable/disable top site search shortcuts on the newtab page,add a pref to enable disable top site search shortcuts on the newtab page,1.0,M
34002.0,1541914.0,[META] CFR FxA Bookmark Panel Message Fx 68, meta  cfr fxa bookmark panel message fx 68,1543436.0,Investigate different FxA targeting strategies,investigate different fxa targeting strategies,1.0,M
16574.0,1378171.0,Test which JS modules and components are loaded during content process startup,test which js modules and components are loaded during content process startup,1520012.0,Test which delayedLoad frame scripts are loaded during content process startup,test which delayedload frame scripts are loaded during content process startup,1.0,M
44674.0,1435780.0,[Meta] Firefox launcher process, meta  firefox launcher process,1460433.0,Implement failure logging for bootstrap process,implement failure logging for bootstrap process,1.0,M
24993.0,1561009.0,[META] What’s new panel, meta  what’s new panel,1561349.0,Implement message templates for What's New panel,implement message templates for what s new panel,1.0,M
16672.0,1535711.0,[meta] Pocket New Tab, meta  pocket new tab,1566205.0,Consider moving the discovery stream pref into firefox.js,consider moving the discovery stream pref into firefox js,1.0,M
17051.0,1524125.0,[meta] Fix search aliases in quantumbar, meta  fix search aliases in quantumbar,1524714.0,@ by itself should show all the engine @aliases,  by itself should show all the engine  aliases,1.0,M
53120.0,1473978.0,[meta] Restrict the access of third-party trackers to their cookie jar, meta  restrict the access of third party trackers to their cookie jar,1488636.0,Add a test for the triggering principal fallback case,add a test for the triggering principal fallback case,1.0,M
4205.0,1425466.0,[meta] investigate reducing xpconnect overhead based on frontend usage, meta  investigate reducing xpconnect overhead based on frontend usage,1425611.0,[meta] Move/expose Cu.import to/on ChromeUtils or similar webidl machinery and rewrite chrome JS to use that instead, meta  move expose cu import to on chromeutils or similar webidl machinery and rewrite chrome js to use that instead,1.0,M
26808.0,1536413.0,[meta] Breakage from requiring user interaction for notification permission prompts, meta  breakage from requiring user interaction for notification permission prompts,1540088.0,Require user interaction for push notification permission prompts in Nightly,require user interaction for push notification permission prompts in nightly,1.0,M
11700.0,1410431.0,"Add automated test for ""New Tab Preferences - Search - Enable""",add automated test for  new tab preferences   search   enable ,1410425.0,"Add automated test for ""New Tab Preferences - Search - Disable""",add automated test for  new tab preferences   search   disable ,1.0,M
38646.0,1433177.0,[Meta] New bookmark sync, meta  new bookmark sync,1433178.0,Write weakly uploaded records back to the mirror,write weakly uploaded records back to the mirror,1.0,M
2358.0,1357285.0,[meta] Preferences search, meta  preferences search,1370491.0,Show arrow indicator in menuitem if search result exists in its corresponding content,show arrow indicator in menuitem if search result exists in its corresponding content,1.0,M
7869.0,1566545.0,Card UI to support Spoc variants,card ui to support spoc variants,1566547.0,Server Side updates to support cardgrid CTA,server side updates to support cardgrid cta,1.0,M
45787.0,1363750.0,[meta] Photon - Improve perceived UI performance in Firefox, meta  photon   improve perceived ui performance in firefox,1363780.0,[meta] Photon - shutdown should not feel slow, meta  photon   shutdown should not feel slow,1.0,M
11008.0,1444980.0,[META] Customization, meta  customization,1432307.0,Implement undo/unblock,implement undo unblock,1.0,M
52288.0,1432588.0,[META] Router Infrastructure, meta  router infrastructure,1498645.0,Refactor ASR RichText into its own component,refactor asr richtext into its own component,1.0,M
5576.0,1528598.0,Allow Firefox/session managers to manage multiple sessions at the same time,allow firefox session managers to manage multiple sessions at the same time,1524955.0,Mark different sessions (in session group) by distinct color,mark different sessions  in session group  by distinct color,1.0,M
5626.0,1352695.0,[meta] Update the hamburger panel for Photon, meta  update the hamburger panel for photon,1354108.0,Add a restyled edit control to static hamburger menu,add a restyled edit control to static hamburger menu,1.0,M
16182.0,1457565.0,[META] Onboarding / First Run, meta  onboarding   first run,1482134.0,Add client_id to onboarding telemetry in Activity Stream Router,add client id to onboarding telemetry in activity stream router,1.0,M
16105.0,1488738.0,Outdated and Minified JavaScript,outdated and minified javascript,1520362.0,Improve vendoring of Node dependencies used by Normandy client,improve vendoring of node dependencies used by normandy client,1.0,M
40381.0,1349210.0,[meta] Photon - structural changes to menus/toolbars/panels, meta  photon   structural changes to menus toolbars panels,1366844.0,Update sync iconography for Photon,update sync iconography for photon,1.0,M
22202.0,1473978.0,[meta] Restrict the access of third-party trackers to their cookie jar, meta  restrict the access of third party trackers to their cookie jar,1475236.0,Expiration time for the anti-tracking permission should be controllable via pref,expiration time for the anti tracking permission should be controllable via pref,1.0,M
9372.0,1569303.0,[meta] Extended First Run Triplets, meta  extended first run triplets,1575228.0,Bump up the holdback group to 5% for the extended triplets rollout,bump up the holdback group to 5  for the extended triplets rollout,1.0,M
56106.0,1433047.0,[meta] Create the tab-modal Payment Request widget, meta  create the tab modal payment request widget,1507626.0,Use close panel animation for tab modal,use close panel animation for tab modal,1.0,M
7137.0,1513279.0,[META] Snippets, meta  snippets,1433210.0,Remove excess padding when snippets / onboarding aren't shown,remove excess padding when snippets   onboarding aren t shown,1.0,M
28692.0,125419.0,"[META]Add AppleScript support and capabilities to Mozilla on Mac, e.g. AppleScript/OSA Script menu", meta add applescript support and capabilities to mozilla on mac  e g  applescript osa script menu,46407.0,The current URL cannot be querried by another app,the current url cannot be querried by another app,1.0,M
27644.0,1435780.0,[Meta] Firefox launcher process, meta  firefox launcher process,1485481.0,Launcher process: Add support for two-element DWORD64 array to ProcThreadAttributes,launcher process  add support for two element dword64 array to procthreadattributes,1.0,M
37643.0,1535090.0,[META] Homepage setting protection, meta  homepage setting protection,1537736.0,Use HomePage.get()/set() more consistently,use homepage get   set   more consistently,1.0,M
39255.0,1388387.0,"More aggressively switch to the next tab when closing a tab, even with a beforeunload handler",more aggressively switch to the next tab when closing a tab  even with a beforeunload handler,1355426.0,"When closing tabs, select the next tab before working on closing the tab",when closing tabs  select the next tab before working on closing the tab,1.0,M
27022.0,1539700.0,[meta] Special FxA Snippet on New Tab, meta  special fxa snippet on new tab,1543686.0,Add ability to place a snippet below the Activity Stream search box,add ability to place a snippet below the activity stream search box,1.0,M
53494.0,1505898.0,[meta] Fission for the front-end, meta  fission for the front end,1533951.0,[Fission] Make network error pages work with Fission, fission  make network error pages work with fission,1.0,M
22066.0,1358998.0,[meta] Stop using the :not(:target) selector in SVG for the Firefox UI, meta  stop using the  not  target  selector in svg for the firefox ui,1368414.0,Convert skin/classic/global/icons/calendar-arrows.svg to use context paint and avoid filtering to improve performance,convert skin classic global icons calendar arrows svg to use context paint and avoid filtering to improve performance,1.0,M
26823.0,1461743.0,[meta] Privacy UI Improvements, meta  privacy ui improvements,1492175.0,Add a pref for hiding the global content blocking toggle,add a pref for hiding the global content blocking toggle,1.0,M
41176.0,1560987.0,[META] Badging / feature callouts, meta  badging   feature callouts,1564811.0,Badge actions can define a timeout delay after which the action is executed,badge actions can define a timeout delay after which the action is executed,1.0,M
39826.0,675996.0,Extend moz_favicons with GUID column to support Sync,extend moz favicons with guid column to support sync,674238.0,Simplify favicons INSERT query,simplify favicons insert query,1.0,M
39414.0,1269548.0,[meta] Sync more things, meta  sync more things,1521715.0,Sync Play DRM-controlled content option,sync play drm controlled content option,1.0,M
13556.0,1536844.0,[META] Pocket + New Tab 68, meta  pocket   new tab 68,1548329.0,Load discovery stream feeds sequentially without blocking,load discovery stream feeds sequentially without blocking,1.0,M
38582.0,1534999.0,[META] Bugzy Program Meta Bugs, meta  bugzy program meta bugs,1552282.0,[META] Trailhead Desktop First Run in 68, meta  trailhead desktop first run in 68,1.0,M
45156.0,1432588.0,[META] Router Infrastructure, meta  router infrastructure,1484205.0,Support targeting by screen resolution,support targeting by screen resolution,1.0,M
46846.0,1412456.0,Remove add-on interposition,remove add on interposition,1443983.0,Remove remaining add-on interpositions,remove remaining add on interpositions,1.0,M
48506.0,1357285.0,[meta] Preferences search, meta  preferences search,1357130.0,[meta] Preferences search highlight should match the spec, meta  preferences search highlight should match the spec,1.0,M
46397.0,1352065.0,[meta] Implement new animation for downloading, meta  implement new animation for downloading,1353434.0,[ux] New download animation for photon + SVG assets, ux  new download animation for photon   svg assets,1.0,M
47903.0,1444483.0,[META] Library View, meta  library view,1433199.0,"""View more"" for each section", view more  for each section,1.0,M
9341.0,1349210.0,[meta] Photon - structural changes to menus/toolbars/panels, meta  photon   structural changes to menus toolbars panels,1354141.0,Allow for panelmultiview subviews to be multiple levels deep,allow for panelmultiview subviews to be multiple levels deep,1.0,M
50045.0,1363755.0,[meta] Photon - Tab interactions should be immediate, meta  photon   tab interactions should be immediate,1355424.0,Consider making updateCurrentBrowser interruptible,consider making updatecurrentbrowser interruptible,1.0,M
12492.0,1513279.0,[META] Snippets, meta  snippets,1518619.0,Pref on ASR Snippets for 65 Beta and Release,pref on asr snippets for 65 beta and release,1.0,M
1167.0,1513279.0,[META] Snippets, meta  snippets,1522166.0,Switch between light and dark icon in snippet messages,switch between light and dark icon in snippet messages,1.0,M
3450.0,1442203.0,[meta] Improve cert error pages, meta  improve cert error pages,1546625.0,Improve potentially confusing date format on cert error pages,improve potentially confusing date format on cert error pages,1.0,M
6901.0,1432588.0,[META] Router Infrastructure, meta  router infrastructure,1484698.0,Rename hasFxAccount to usesFirefoxSync in AS Targeting,rename hasfxaccount to usesfirefoxsync in as targeting,1.0,M
42811.0,1410333.0,[meta] Add automated tests for Activity Stream functionality, meta  add automated tests for activity stream functionality,1410402.0,"Add automated test for ""Top Stories - Context menu - Dismiss all Stories""",add automated test for  top stories   context menu   dismiss all stories ,1.0,M
17163.0,1461743.0,[meta] Privacy UI Improvements, meta  privacy ui improvements,1496240.0,"Until inactive categories are not exposed in Control Center, change Blocked text to Blocking",until inactive categories are not exposed in control center  change blocked text to blocking,1.0,M
20357.0,1363771.0,[meta] Photon - Eliminate or greatly reduce pauses that can occur randomly in front-end code, meta  photon   eliminate or greatly reduce pauses that can occur randomly in front end code,1354723.0,Understand what scripts in the browser front-end are run on timeouts and intervals,understand what scripts in the browser front end are run on timeouts and intervals,1.0,M
43176.0,1479806.0,[META] Top Site Search Shortcuts, meta  top site search shortcuts,1483297.0,Add search shortcut count to session stats,add search shortcut count to session stats,1.0,M
12574.0,1561009.0,[META] What’s new panel, meta  what’s new panel,1561349.0,Implement message templates for What's New panel,implement message templates for what s new panel,1.0,M
26467.0,1524948.0,Introduce Session Groups to allow to manage multiple sessions at the same time,introduce session groups to allow to manage multiple sessions at the same time,1524955.0,Mark different sessions (in session group) by distinct color,mark different sessions  in session group  by distinct color,1.0,M
19938.0,1493606.0,[meta] Reduce useless about:blank document creation, meta  reduce useless about blank document creation,1506608.0,Make the initial tab remote immediately instead of initially making it non-remote,make the initial tab remote immediately instead of initially making it non remote,1.0,M
40856.0,1354723.0,Understand what scripts in the browser front-end are run on timeouts and intervals,understand what scripts in the browser front end are run on timeouts and intervals,1353584.0,browser-thumbnails.js' _delayedCapture contributes to UI jank,browser thumbnails js   delayedcapture contributes to ui jank,1.0,M
35475.0,1037767.0,Use straight nsIChannel instead of nsIIncrementalDownload for GMPInstallManager,use straight nsichannel instead of nsiincrementaldownload for gmpinstallmanager,1039555.0,factor out common URL var resolution functions for app updates and gmp update/installs,factor out common url var resolution functions for app updates and gmp update installs,1.0,M
7369.0,1471328.0,[META] CFR Add-ons, meta  cfr add ons,1471351.0,Create page visit trigger for CFR experiment,create page visit trigger for cfr experiment,1.0,M
26302.0,1535711.0,[meta] Pocket New Tab, meta  pocket new tab,1566653.0,Promo Top Site Tile Backend,promo top site tile backend,1.0,M
40784.0,1512802.0,Consider allowing individual session management of containers,consider allowing individual session management of containers,1298912.0,Multiple snapshot: Perform periodic session backup and let the user restore a particular backup,multiple snapshot  perform periodic session backup and let the user restore a particular backup,1.0,M
30704.0,1479806.0,[META] Top Site Search Shortcuts, meta  top site search shortcuts,1482209.0,Handle disabling of the search shortcuts experiment,handle disabling of the search shortcuts experiment,1.0,M
36246.0,1535736.0,[META] CFR Remote Messages, meta  cfr remote messages,1542792.0,Add telemetry to record undesired events for CFR remote messages,add telemetry to record undesired events for cfr remote messages,1.0,M
51450.0,1535711.0,[meta] Pocket New Tab, meta  pocket new tab,1543998.0,Add UserTiming markers for Discovery Stream events,add usertiming markers for discovery stream events,1.0,M
48683.0,1387013.0,[meta] Stuff we can remove now that XUL extensions are no longer supported, meta  stuff we can remove now that xul extensions are no longer supported,1387356.0,"Remove deprecated fireSidebarFocusedEvent, sidebarOnLoad, toggleSidebar functions",remove deprecated firesidebarfocusedevent  sidebaronload  togglesidebar functions,1.0,M
38306.0,1517484.0,[meta] [meta-EPIC] Search Service powered by WebExtensions, meta   meta epic  search service powered by webextensions,1496075.0,Support loading search extensions on startup,support loading search extensions on startup,1.0,M
2291.0,1352697.0,[meta] Add a URL-bar based page action menu, meta  add a url bar based page action menu,1419044.0,"Add ""Save page as"" to the page actions menu",add  save page as  to the page actions menu,1.0,M
26642.0,1538729.0,[META] Message System Router, meta  message system router,1457565.0,[META] Onboarding / First Run, meta  onboarding   first run,1.0,M
10846.0,1492953.0,[META] Homepage Remediation, meta  homepage remediation,1458617.0,Add telemetry to detect if a user has a custom home page or new tab page,add telemetry to detect if a user has a custom home page or new tab page,1.0,M
49154.0,1457565.0,[META] Onboarding / First Run, meta  onboarding   first run,1452216.0,Launch the onboarding tour on the first opened new tab,launch the onboarding tour on the first opened new tab,1.0,M
47709.0,1039555.0,factor out common URL var resolution functions for app updates and gmp update/installs,factor out common url var resolution functions for app updates and gmp update installs,1039839.0,Use Task.jsm more inside GMPInstallManager,use task jsm more inside gmpinstallmanager,1.0,M
