comboId,req1Id,req1,req_1,req2Id,req2,req_2,Label,AnnotationStatus
53120.0,1473978.0,[meta] Restrict the access of third-party trackers to their cookie jar, meta  restrict the access of third party trackers to their cookie jar,1488636.0,Add a test for the triggering principal fallback case,add a test for the triggering principal fallback case,1,M
21013.0,1433315.0,[meta] [EPIC] Activity Stream, meta   epic  activity stream,1513279.0,[META] Snippets, meta  snippets,1,M
17051.0,1524125.0,[meta] Fix search aliases in quantumbar, meta  fix search aliases in quantumbar,1524714.0,@ by itself should show all the engine @aliases,  by itself should show all the engine  aliases,1,M
12778.0,1457565.0,[META] Onboarding / First Run, meta  onboarding   first run,1571457.0,"The Search Bar is no longer ""stuck"" to the top when scrolling down the page when the Extended Triplets are displayed",the search bar is no longer  stuck  to the top when scrolling down the page when the extended triplets are displayed,1,M
36783.0,1477796.0,Move selected tabs: add support for dragging and dropping pinned and unpinned tabs,move selected tabs  add support for dragging and dropping pinned and unpinned tabs,1458066.0,Implement ability to move a selection of tabs within the same window through drag and drop,implement ability to move a selection of tabs within the same window through drag and drop,1,M
946.0,1438147.0,Investigate improving SiteDataManager richlistbox performance,investigate improving sitedatamanager richlistbox performance,1451412.0,Use a documentFragment to build the site data list,use a documentfragment to build the site data list,1,M
50045.0,1363755.0,[meta] Photon - Tab interactions should be immediate, meta  photon   tab interactions should be immediate,1355424.0,Consider making updateCurrentBrowser interruptible,consider making updatecurrentbrowser interruptible,1,M
20249.0,1433133.0,Make Activity Stream the only built in page for Home and New Tab,make activity stream the only built in page for home and new tab,1370930.0,DirectoryLinksProvider is started too early during startup,directorylinksprovider is started too early during startup,1,M
39414.0,1269548.0,[meta] Sync more things, meta  sync more things,1521715.0,Sync Play DRM-controlled content option,sync play drm controlled content option,1,M
47197.0,1433199.0,"""View more"" for each section", view more  for each section,1444500.0,Add an about:library page Firefox,add an about library page firefox,1,M
2389.0,1512725.0,[META] Pocket + New Tab MVP 66/67, meta  pocket   new tab mvp 66 67,1514022.0,Create a card section component for Activity Stream experiment functionality,create a card section component for activity stream experiment functionality,1,M
53458.0,1432589.0,[META] Preferences, meta  preferences,1457234.0,Add link to about:preferences#home under startup prefs section,add link to about preferences home under startup prefs section,1,M
37354.0,248715.0,Avoid shifting the page when toolbars appear or disappear,avoid shifting the page when toolbars appear or disappear,982323.0,Breakdown:  Avoid shifting the page when toolbars appear or disappear,breakdown   avoid shifting the page when toolbars appear or disappear,1,M
21423.0,1442203.0,[meta] Improve cert error pages, meta  improve cert error pages,1450784.0,Add a new error page for MOZILLA_PKIX_ERROR_MITM_DETECTED,add a new error page for mozilla pkix error mitm detected,1,M
47365.0,1512643.0,Manage keyboard navigation through groups of results,manage keyboard navigation through groups of results,1492842.0,Implement UrlbarInput up/down key event handling to navigate within the UrlbarView,implement urlbarinput up down key event handling to navigate within the urlbarview,1,M
20534.0,1430859.0,Implement persistence for isEnabled/isCollapsed for sections that works with webextension sections,implement persistence for isenabled iscollapsed for sections that works with webextension sections,1445158.0,Implement persistence for isEnabled using IndexedDB,implement persistence for isenabled using indexeddb,1,M
5096.0,1432588.0,[META] Router Infrastructure, meta  router infrastructure,1500073.0,Allow enable/disable via ASR devtools,allow enable disable via asr devtools,1,M
38640.0,1527219.0,[meta] Hidden Window clean-up, meta  hidden window clean up,1527049.0,Remove ScrollerSampler.jsm (dead code),remove scrollersampler jsm  dead code ,1,M
10792.0,1495548.0,[meta] Add a telemetry probe for SERP ad clicks into core Firefox, meta  add a telemetry probe for serp ad clicks into core firefox,1505411.0,Add basic monitoring for SERP pages with ads / SERP ad clicks,add basic monitoring for serp pages with ads   serp ad clicks,1,M
42358.0,1461743.0,[meta] Privacy UI Improvements, meta  privacy ui improvements,1511954.0,"Add a pref for showing or hiding the ""Allowed"" label of content blocking categories.",add a pref for showing or hiding the  allowed  label of content blocking categories ,1,M
45453.0,1535711.0,[meta] Pocket New Tab, meta  pocket new tab,1574227.0,Connect DSTextPromo to Adzerk for content management,connect dstextpromo to adzerk for content management,1,M
52797.0,1355956.0,[meta] Photon - Make Firefox start more quickly, meta  photon   make firefox start more quickly,1370930.0,DirectoryLinksProvider is started too early during startup,directorylinksprovider is started too early during startup,1,M
29948.0,1522516.0,Port tests in browser/components/privatebrowsing/ to the new address bar implementation (quantumbar),port tests in browser components privatebrowsing  to the new address bar implementation  quantumbar ,1522489.0,[meta] Port remaining urlbar tests to QuantumBar, meta  port remaining urlbar tests to quantumbar,1,M
15388.0,1425941.0,[tracking] Add UI language selection preference, tracking  add ui language selection preference,1479013.0,Improve messaging for changing the selected lang pack,improve messaging for changing the selected lang pack,1,M
37599.0,1433901.0,"Add automated test for ""Bookmarks can be removed from the Bookmarks Toolbar and from the Library""",add automated test for  bookmarks can be removed from the bookmarks toolbar and from the library ,1423137.0,"Add automated test for ""Bookmarks can be removed from the Library""",add automated test for  bookmarks can be removed from the library ,1,M
505.0,1361010.0,[meta] Sync changes required for autofill/payment work, meta  sync changes required for autofill payment work,1366658.0,Tweak engine registration process to better facilitate external engines,tweak engine registration process to better facilitate external engines,1,M
23066.0,1444980.0,[META] Customization, meta  customization,1402654.0,Allow custom image / thumbnail for an edited top site,allow custom image   thumbnail for an edited top site,1,M
16050.0,1519366.0,[meta] Too many restyles when opening new tabs, meta  too many restyles when opening new tabs,1355588.0,Prototype new tab opening/closing animations,prototype new tab opening closing animations,1,M
41528.0,1535711.0,[meta] Pocket New Tab, meta  pocket new tab,1574224.0,Build dismiss wrapping component,build dismiss wrapping component,1,M
16848.0,1471328.0,[META] CFR Add-ons, meta  cfr add ons,1572551.0,"""Recommended Extension"" icon doesn't have hovering tooltip", recommended extension  icon doesn t have hovering tooltip,1,M
24311.0,1410333.0,[meta] Add automated tests for Activity Stream functionality, meta  add automated tests for activity stream functionality,1410825.0,"Add automated test for ""Open Top Sites from tiles""",add automated test for  open top sites from tiles ,1,M
45484.0,1471328.0,[META] CFR Add-ons, meta  cfr add ons,1486931.0,Fix CFR admin page CFR and add preview method,fix cfr admin page cfr and add preview method,1,M
39659.0,1358998.0,[meta] Stop using the :not(:target) selector in SVG for the Firefox UI, meta  stop using the  not  target  selector in svg for the firefox ui,1371230.0,Stop using the :not(:target) selector in notification-icons.svg,stop using the  not  target  selector in notification icons svg,1,M
5626.0,1352695.0,[meta] Update the hamburger panel for Photon, meta  update the hamburger panel for photon,1354108.0,Add a restyled edit control to static hamburger menu,add a restyled edit control to static hamburger menu,1,M
12451.0,1471328.0,[META] CFR Add-ons, meta  cfr add ons,1471318.0,"Add ""reach"" telemetry for AS Router sessions",add  reach  telemetry for as router sessions,1,M
22597.0,1463693.0,[tracking] New certificate error page design and copy, tracking  new certificate error page design and copy,1477312.0,"Add a test for showing the ""what can you do about it"" section on the right error pages",add a test for showing the  what can you do about it  section on the right error pages,1,M
25279.0,1361283.0,[meta] Implement new Automigration UI, meta  implement new automigration ui,1361286.0,support in-page messages for Automigration module,support in page messages for automigration module,1,M
17652.0,1535711.0,[meta] Pocket New Tab, meta  pocket new tab,1552932.0,[Top Sites] Focus and Hover UX updates, top sites  focus and hover ux updates,1,M
8318.0,492172.0,[meta] Store higher resolution favicons in places, meta  store higher resolution favicons in places,1352459.0,Collect rich icons in ContentLinkHandler,collect rich icons in contentlinkhandler,1,M
55243.0,1352697.0,[meta] Add a URL-bar based page action menu, meta  add a url bar based page action menu,1363168.0,"Add support for native OS X ""Share"" feature",add support for native os x  share  feature,1,M
27022.0,1539700.0,[meta] Special FxA Snippet on New Tab, meta  special fxa snippet on new tab,1543686.0,Add ability to place a snippet below the Activity Stream search box,add ability to place a snippet below the activity stream search box,1,M
41236.0,870659.0,"Ongoing/active/current downloads should always appear first in the download manager, and finished/completed/done below",ongoing active current downloads should always appear first in the download manager  and finished completed done below,991121.0,[UX] Design - Ongoing downloads should always appear first in the download manager, ux  design   ongoing downloads should always appear first in the download manager,1,M
16351.0,1432588.0,[META] Router Infrastructure, meta  router infrastructure,1492942.0,"ASR Snippets should respect onboarding, user pref",asr snippets should respect onboarding  user pref,1,M
2234.0,1421690.0,[meta] Storage (Site Data and Cookies) Management V2, meta  storage  site data and cookies  management v2,1459603.0,"Persistent storage prompts should not have a ""Remember this decision"" checkbox",persistent storage prompts should not have a  remember this decision  checkbox,1,M
46710.0,1433315.0,[meta] [EPIC] Activity Stream, meta   epic  activity stream,1479806.0,[META] Top Site Search Shortcuts, meta  top site search shortcuts,1,M
41388.0,1565960.0,[meta] Improve the public FxA API, meta  improve the public fxa api,1574052.0,"Consolidate ""user account data"" and ""user profile data""",consolidate  user account data  and  user profile data ,1,M
31948.0,1515079.0,[meta] Re-Implement Telemetry for QuantumBar, meta  re implement telemetry for quantumbar,1515084.0,Ensure that SEARCH_COUNTS and related telemetry are still working with the QuantumBar,ensure that search counts and related telemetry are still working with the quantumbar,1,M
46638.0,1513279.0,[META] Snippets, meta  snippets,1509491.0,Don't load legacy snippets when using ASR snippets preview,don t load legacy snippets when using asr snippets preview,1,M
36924.0,1431382.0,"Add automated test for ""Tags can be added to bookmarks using the star-shaped button, the library and the sidebar""",add automated test for  tags can be added to bookmarks using the star shaped button  the library and the sidebar ,1427701.0,"Add automated test for ""Tags can be added to bookmarks using the star-shaped button""",add automated test for  tags can be added to bookmarks using the star shaped button ,1,M
2972.0,1410333.0,[meta] Add automated tests for Activity Stream functionality, meta  add automated tests for activity stream functionality,1410389.0,"Add automated test for ""Top Stories - Context menu - Bookmark""",add automated test for  top stories   context menu   bookmark ,1,M
48239.0,1433047.0,[meta] Create the tab-modal Payment Request widget, meta  create the tab modal payment request widget,1507624.0,Update outline to match the address bar,update outline to match the address bar,1,M
26537.0,1432586.0,[META] Weighted Highlights, meta  weighted highlights,1432595.0,Add section in prefs to turn off parts of Highlights,add section in prefs to turn off parts of highlights,1,M
45813.0,1471328.0,[META] CFR Add-ons, meta  cfr add ons,1497640.0,Add support for Test Pilot add-ons in CFR,add support for test pilot add ons in cfr,1,M
31323.0,231062.0,Provide Firefox MSI package,provide firefox msi package,543392.0,MSI Installer should be able to install multiple instances side by side,msi installer should be able to install multiple instances side by side,1,M
1459.0,1361290.0,[autoimport] Show the information tooltip on the new tab page, autoimport  show the information tooltip on the new tab page,1361287.0,Show automigration description on the activity stream page,show automigration description on the activity stream page,1,M
54044.0,1486917.0,[meta] Capstone project: convert more parts of the browser to use Fluent, meta  capstone project  convert more parts of the browser to use fluent,1491676.0,Move strings from preferences.properties to Fluent,move strings from preferences properties to fluent,1,M
19153.0,1349422.0,[meta] Photon - Improvements to First-Run Experience, meta  photon   improvements to first run experience,1357008.0,"[User Story] [Tour Notification] As Firefox team, we want to send tour notifications of product features that we believe matter to user", user story   tour notification  as firefox team  we want to send tour notifications of product features that we believe matter to user,1,M
40039.0,1569303.0,[meta] Extended First Run Triplets, meta  extended first run triplets,1570026.0,Enable Monitor authentication from below-search snippet template,enable monitor authentication from below search snippet template,1,M
55045.0,1364238.0,Add the sidebar button into the default toolbar set,add the sidebar button into the default toolbar set,1360282.0,Remove the panel that opens when clicking on the sidebar toolbar button,remove the panel that opens when clicking on the sidebar toolbar button,1,M
50211.0,1496772.0,[meta] Search @ keyword/alias/shortcut improvements, meta  search   keyword alias shortcut improvements,1502920.0,Add search shortcuts for bookmarks and open tabs,add search shortcuts for bookmarks and open tabs,1,M
4205.0,1425466.0,[meta] investigate reducing xpconnect overhead based on frontend usage, meta  investigate reducing xpconnect overhead based on frontend usage,1425611.0,[meta] Move/expose Cu.import to/on ChromeUtils or similar webidl machinery and rewrite chrome JS to use that instead, meta  move expose cu import to on chromeutils or similar webidl machinery and rewrite chrome js to use that instead,1,M
43142.0,1501751.0,[META] Pinned Tabs CFR 67, meta  pinned tabs cfr 67,1528952.0,Add Pin tab action to the Page Actions Menu,add pin tab action to the page actions menu,1,M
3281.0,1369443.0,WebContentConverter.js is loaded too early during startup,webcontentconverter js is loaded too early during startup,1477670.0,Actually remove registerContentHandler implementation,actually remove registercontenthandler implementation,1,M
9478.0,1410880.0,"Add automated test for ""Top Sites - Context menu - User tiles - Unpin""",add automated test for  top sites   context menu   user tiles   unpin ,1421844.0,Add implementation to Activity Stream mochitests/head.js,add implementation to activity stream mochitests head js,1,M
49552.0,1535001.0,[META] CFR, meta  cfr,1535736.0,[META] CFR Remote Messages, meta  cfr remote messages,1,M
32727.0,1442203.0,[meta] Improve cert error pages, meta  improve cert error pages,1538644.0,Consider using a separate domain for MitM priming,consider using a separate domain for mitm priming,1,M
18730.0,1410333.0,[meta] Add automated tests for Activity Stream functionality, meta  add automated tests for activity stream functionality,1410393.0,"Add automated test for ""Top Stories - Context menu - Save to Pocket""",add automated test for  top stories   context menu   save to pocket ,1,M
45527.0,1549805.0,[meta] Protection Report, meta  protection report,1571017.0,[Protection Report] When in Standard 'Tracking Content' should not be shown on the graph., protection report  when in standard  tracking content  should not be shown on the graph ,1,M
40784.0,1512802.0,Consider allowing individual session management of containers,consider allowing individual session management of containers,1298912.0,Multiple snapshot: Perform periodic session backup and let the user restore a particular backup,multiple snapshot  perform periodic session backup and let the user restore a particular backup,1,M
48870.0,1355909.0,Switching between tabs should use the photon animation design,switching between tabs should use the photon animation design,1355912.0,[ux] Implement new design for switching tabs, ux  implement new design for switching tabs,1,M
26823.0,1461743.0,[meta] Privacy UI Improvements, meta  privacy ui improvements,1492175.0,Add a pref for hiding the global content blocking toggle,add a pref for hiding the global content blocking toggle,1,M
49914.0,1442203.0,[meta] Improve cert error pages, meta  improve cert error pages,1437498.0,Gracefully handle recently expired certificates,gracefully handle recently expired certificates,1,M
4153.0,1493606.0,[meta] Reduce useless about:blank document creation, meta  reduce useless about blank document creation,1500818.0,"browser_contextmenu_linkopen.js doesn't wait for focus/activate events and can therefore manage to open and close a window, and only then get their focus/activate events, breaking popup opening",browser contextmenu linkopen js doesn t wait for focus activate events and can therefore manage to open and close a window  and only then get their focus activate events  breaking popup opening,1,M
45234.0,1457425.0,[meta] Frontend work for block autoplay, meta  frontend work for block autoplay,1476555.0,No notification to the user if autoplay is configured to permanently block,no notification to the user if autoplay is configured to permanently block,1,M
34124.0,1442203.0,[meta] Improve cert error pages, meta  improve cert error pages,1362079.0,Display a more helpful error when a SSL handshake fails due to a client certificate,display a more helpful error when a ssl handshake fails due to a client certificate,1,M
55107.0,1449974.0,[META] Reminder / Pins, meta  reminder   pins,1433213.0,Allow pinning the current page to new tab from page action menu,allow pinning the current page to new tab from page action menu,1,M
2358.0,1357285.0,[meta] Preferences search, meta  preferences search,1370491.0,Show arrow indicator in menuitem if search result exists in its corresponding content,show arrow indicator in menuitem if search result exists in its corresponding content,1,M
3450.0,1442203.0,[meta] Improve cert error pages, meta  improve cert error pages,1546625.0,Improve potentially confusing date format on cert error pages,improve potentially confusing date format on cert error pages,1,M
12492.0,1513279.0,[META] Snippets, meta  snippets,1518619.0,Pref on ASR Snippets for 65 Beta and Release,pref on asr snippets for 65 beta and release,1,M
46140.0,1485422.0,Add rating stars to CFR,add rating stars to cfr,1486779.0,Update doorhanger to reflect new designs,update doorhanger to reflect new designs,1,M
30373.0,1351268.0,[meta] Photon - Update product messaging with the appropriate tone, meta  photon   update product messaging with the appropriate tone,1356552.0,[UX] about:addons Services content and design update, ux  about addons services content and design update,1,M
40381.0,1349210.0,[meta] Photon - structural changes to menus/toolbars/panels, meta  photon   structural changes to menus toolbars panels,1366844.0,Update sync iconography for Photon,update sync iconography for photon,1,M
10159.0,1521490.0,Enable tests for QuantumBar that fail when run alongside other tests,enable tests for quantumbar that fail when run alongside other tests,1514164.0,Identify tests failing with the Quantum Bar,identify tests failing with the quantum bar,1,M
14140.0,1432588.0,[META] Router Infrastructure, meta  router infrastructure,1483059.0,Add snippets targeting for specific Top URLs,add snippets targeting for specific top urls,1,M
49531.0,1471328.0,[META] CFR Add-ons, meta  cfr add ons,1486867.0,Install and No thanks actions should block and hide CFR message,install and no thanks actions should block and hide cfr message,1,M
48506.0,1357285.0,[meta] Preferences search, meta  preferences search,1357130.0,[meta] Preferences search highlight should match the spec, meta  preferences search highlight should match the spec,1,M
45472.0,1350472.0,[meta] Reduce the number of jsms loaded in content processes, meta  reduce the number of jsms loaded in content processes,1385954.0,Consider removing Preferences.jsm,consider removing preferences jsm,1,M
19822.0,1352697.0,[meta] Add a URL-bar based page action menu, meta  add a url bar based page action menu,1366041.0,"Add ""Take Screenshot"" button to Page Action Menu",add  take screenshot  button to page action menu,1,M
17265.0,1363750.0,[meta] Photon - Improve perceived UI performance in Firefox, meta  photon   improve perceived ui performance in firefox,1363780.0,[meta] Photon - shutdown should not feel slow, meta  photon   shutdown should not feel slow,1,M
6901.0,1432588.0,[META] Router Infrastructure, meta  router infrastructure,1484698.0,Rename hasFxAccount to usesFirefoxSync in AS Targeting,rename hasfxaccount to usesfirefoxsync in as targeting,1,M
26467.0,1524948.0,Introduce Session Groups to allow to manage multiple sessions at the same time,introduce session groups to allow to manage multiple sessions at the same time,1524955.0,Mark different sessions (in session group) by distinct color,mark different sessions  in session group  by distinct color,1,M
25271.0,1361283.0,[meta] Implement new Automigration UI, meta  implement new automigration ui,1357497.0,Autoimport Redesign Based off of usertesting.com results,autoimport redesign based off of usertesting com results,1,M
37367.0,1404890.0,Move new tab settings for sections to about:preferences,move new tab settings for sections to about preferences,1432664.0,Investigate how to move in content prefs to about:preferences,investigate how to move in content prefs to about preferences,1,M
25423.0,1352697.0,[meta] Add a URL-bar based page action menu, meta  add a url bar based page action menu,1360054.0,"[UX] Need spec for the page-action menu's ""Share"" submenu/subview/subpanel", ux  need spec for the page action menu s  share  submenu subview subpanel,1,M
40824.0,1353725.0,[meta] displaying the awesomebar panel could be smoother, meta  displaying the awesomebar panel could be smoother,1356532.0,Try avoiding layout flushes in autocomplete::_handleOverflow,try avoiding layout flushes in autocomplete   handleoverflow,1,M
25654.0,1425941.0,[tracking] Add UI language selection preference, tracking  add ui language selection preference,1469696.0,Support installing official language packs from AMO,support installing official language packs from amo,1,M
1086.0,1344302.0,[meta] Photon - Make closing tabs fast, meta  photon   make closing tabs fast,1345315.0,_handleTabTelemetryEnd can be too expensive, handletabtelemetryend can be too expensive,1,M
28712.0,1330635.0,[meta] Sessionstore performance tracking, meta  sessionstore performance tracking,1482682.0,[tracking] Sessionstore development related to session managers, tracking  sessionstore development related to session managers,1,M
52129.0,1410333.0,[meta] Add automated tests for Activity Stream functionality, meta  add automated tests for activity stream functionality,1410882.0,"Add automated test for ""Top Sites - Context menu - User tiles - Open in a New Window""",add automated test for  top sites   context menu   user tiles   open in a new window ,1,M
28411.0,1349210.0,[meta] Photon - structural changes to menus/toolbars/panels, meta  photon   structural changes to menus toolbars panels,1383009.0,Add flexible spaces around the URL and search bar by default and replace the bookmarks button with the library one,add flexible spaces around the url and search bar by default and replace the bookmarks button with the library one,1,M
14319.0,1425466.0,[meta] investigate reducing xpconnect overhead based on frontend usage, meta  investigate reducing xpconnect overhead based on frontend usage,1425617.0,"Audit ""manual"" use of getService in the codebase and add frequent instances to Services.jsm",audit  manual  use of getservice in the codebase and add frequent instances to services jsm,1,M
15505.0,1357306.0,[meta] Preferences visual refresh, meta  preferences visual refresh,1386160.0,Update about:preferences separator according to Photon visual spec,update about preferences separator according to photon visual spec,1,M
28405.0,1432588.0,[META] Router Infrastructure, meta  router infrastructure,1492085.0,Add ASR Snippets Fxa Template,add asr snippets fxa template,1,M
50349.0,1517486.0,[meta][phase-1] Switch builtin search engines to WebExtensions, meta  phase 1  switch builtin search engines to webextensions,1492475.0,Dont block async init of nsSearchService on region fetch,dont block async init of nssearchservice on region fetch,1,M
51450.0,1535711.0,[meta] Pocket New Tab, meta  pocket new tab,1543998.0,Add UserTiming markers for Discovery Stream events,add usertiming markers for discovery stream events,1,M
27213.0,1541914.0,[META] CFR FxA Bookmark Panel Message Fx 68, meta  cfr fxa bookmark panel message fx 68,1543109.0,Message schema for CFR FxA Message,message schema for cfr fxa message,1,M
47618.0,1553937.0,[META] Performance Tweaks, meta  performance tweaks,1573206.0,DiscoveryStream lazy load card html,discoverystream lazy load card html,1,M
37643.0,1535090.0,[META] Homepage setting protection, meta  homepage setting protection,1537736.0,Use HomePage.get()/set() more consistently,use homepage get   set   more consistently,1,M
47903.0,1444483.0,[META] Library View, meta  library view,1433199.0,"""View more"" for each section", view more  for each section,1,M
13537.0,1352697.0,[meta] Add a URL-bar based page action menu, meta  add a url bar based page action menu,1363169.0,"Add support for native Windows ""Share"" feature",add support for native windows  share  feature,1,M
49390.0,1473978.0,[meta] Restrict the access of third-party trackers to their cookie jar, meta  restrict the access of third party trackers to their cookie jar,1506947.0,Add a pref for site-specific workarounds for blocking cookies from trackers,add a pref for site specific workarounds for blocking cookies from trackers,1,M
43176.0,1479806.0,[META] Top Site Search Shortcuts, meta  top site search shortcuts,1483297.0,Add search shortcut count to session stats,add search shortcut count to session stats,1,M
29125.0,1356269.0,[meta] Photon - Preference, meta  photon   preference,1365133.0,Updated Preferences re-org according to proposal from May 11th,updated preferences re org according to proposal from may 11th,1,M
56718.0,1561009.0,[META] What’s new panel, meta  what’s new panel,1561345.0,Create UI elements for What's New button and panel,create ui elements for what s new button and panel,1,M
43185.0,1363772.0,[meta] Photon - Speculatively open network connections as soon as possible when we know the intended site destination., meta  photon   speculatively open network connections as soon as possible when we know the intended site destination ,1348275.0,speculatively connect to web server(s) on autocomplete when typing in awesomebar,speculatively connect to web server s  on autocomplete when typing in awesomebar,1,M
56973.0,1482479.0,Update SEARCH_SHORTCUTS and top_sites.json to support the 9 desired search urls,update search shortcuts and top sites json to support the 9 desired search urls,1482473.0,Top search should be more like a button not a link,top search should be more like a button not a link,1,M
22035.0,1545802.0,[META] Trailhead Desktop First Run, meta  trailhead desktop first run,1545849.0,[META] Trailhead Onboarding card updates, meta  trailhead onboarding card updates,1,M
27730.0,1387013.0,[meta] Stuff we can remove now that XUL extensions are no longer supported, meta  stuff we can remove now that xul extensions are no longer supported,1414930.0,Remove the contentViewerEdit property from tabbrowser and browser bindings,remove the contentvieweredit property from tabbrowser and browser bindings,1,M
42626.0,1542866.0,[meta] Add server-controllable collapsible sections to Discovery Stream - TBD, meta  add server controllable collapsible sections to discovery stream   tbd,1543442.0,Update styles for more general collapsible sections,update styles for more general collapsible sections,1,M
46601.0,1457565.0,[META] Onboarding / First Run, meta  onboarding   first run,1484039.0,Support ASR providers via remote settings bucket,support asr providers via remote settings bucket,1,M
19311.0,1349423.0,[meta] Photon - Firefox Animation Improvements, meta  photon   firefox animation improvements,1358215.0,Add flag to facilitate early landing of photon-animation work ahead of v57,add flag to facilitate early landing of photon animation work ahead of v57,1,M
36257.0,1348289.0,[meta] Photon - Improve perceived UI performance in Firefox (bugs for triage), meta  photon   improve perceived ui performance in firefox  bugs for triage ,1387045.0,Suppress window animation for profile manager,suppress window animation for profile manager,1,M
15885.0,1361010.0,[meta] Sync changes required for autofill/payment work, meta  sync changes required for autofill payment work,1382530.0,Unhide address and creditcard sync engines,unhide address and creditcard sync engines,1,M
24329.0,1479806.0,[META] Top Site Search Shortcuts, meta  top site search shortcuts,1481597.0,Update fillSearchTopSiteTerm to use keyword awesomebar api,update fillsearchtopsiteterm to use keyword awesomebar api,1,M
42811.0,1410333.0,[meta] Add automated tests for Activity Stream functionality, meta  add automated tests for activity stream functionality,1410402.0,"Add automated test for ""Top Stories - Context menu - Dismiss all Stories""",add automated test for  top stories   context menu   dismiss all stories ,1,M
47160.0,1512725.0,[META] Pocket + New Tab MVP 66/67, meta  pocket   new tab mvp 66 67,1522993.0,Card grid and list bottom align source text,card grid and list bottom align source text,1,M
35559.0,1463693.0,[tracking] New certificate error page design and copy, tracking  new certificate error page design and copy,1530348.0,"Unfork aboutNetError.{xhtml,css}",unfork aboutneterror  xhtml css ,1,M
12829.0,1355956.0,[meta] Photon - Make Firefox start more quickly, meta  photon   make firefox start more quickly,1369443.0,WebContentConverter.js is loaded too early during startup,webcontentconverter js is loaded too early during startup,1,M
160.0,1435780.0,[Meta] Firefox launcher process, meta  firefox launcher process,1488546.0,Skip safe mode keypress checks in launcher process,skip safe mode keypress checks in launcher process,1,M
53494.0,1505898.0,[meta] Fission for the front-end, meta  fission for the front end,1533951.0,[Fission] Make network error pages work with Fission, fission  make network error pages work with fission,1,M
44019.0,1512725.0,[META] Pocket + New Tab MVP 66/67, meta  pocket   new tab mvp 66 67,1519875.0,implement and/or borderless numbered ds lists,implement and or borderless numbered ds lists,1,M
26685.0,1330635.0,[meta] Sessionstore performance tracking, meta  sessionstore performance tracking,1348816.0,Session store updates (inefficiently) - 1 observer per tab - when users select a different page style,session store updates  inefficiently    1 observer per tab   when users select a different page style,1,M
45716.0,1513279.0,[META] Snippets, meta  snippets,1483968.0,Add snippets targeting if user has clicked any Pocket-related links on AS page,add snippets targeting if user has clicked any pocket related links on as page,1,M
43721.0,1421690.0,[meta] Storage (Site Data and Cookies) Management V2, meta  storage  site data and cookies  management v2,316539.0,Site Data Manager should allow (right-click) Add To Exceptions,site data manager should allow  right click  add to exceptions,1,M
47080.0,1363777.0,[meta] Photon - Photon performance bugs that can be taken individually, meta  photon   photon performance bugs that can be taken individually,1383088.0,PREF_SSL_IMPACT is visible in startup profiles,pref ssl impact is visible in startup profiles,1,M
56106.0,1433047.0,[meta] Create the tab-modal Payment Request widget, meta  create the tab modal payment request widget,1507626.0,Use close panel animation for tab modal,use close panel animation for tab modal,1,M
13674.0,1471328.0,[META] CFR Add-ons, meta  cfr add ons,1498630.0,ASRouter Targeting Devtools,asrouter targeting devtools,1,M
29559.0,1561009.0,[META] What’s new panel, meta  what’s new panel,1571763.0,Message template for tracking protection report in what's new panel,message template for tracking protection report in what s new panel,1,M
49092.0,1535001.0,[META] CFR, meta  cfr,1552809.0,Enable Bookmark panel messages to work without translations,enable bookmark panel messages to work without translations,1,M
8342.0,1349210.0,[meta] Photon - structural changes to menus/toolbars/panels, meta  photon   structural changes to menus toolbars panels,1363756.0,"Remove work-around for delayed, 'jumping' panel resizing issue",remove work around for delayed   jumping  panel resizing issue,1,M
27272.0,1410333.0,[meta] Add automated tests for Activity Stream functionality, meta  add automated tests for activity stream functionality,1410422.0,"Add automated test for ""Highlights - Populate""",add automated test for  highlights   populate ,1,M
33896.0,1363755.0,[meta] Photon - Tab interactions should be immediate, meta  photon   tab interactions should be immediate,1349822.0,[meta] updateCurrentBrowser can be slow, meta  updatecurrentbrowser can be slow,1,M
30228.0,1539700.0,[meta] Special FxA Snippet on New Tab, meta  special fxa snippet on new tab,1545487.0,"Remove browser migration (import bookmarks, history, etc) message from Activity Stream",remove browser migration  import bookmarks  history  etc  message from activity stream,1,M
14534.0,1512725.0,[META] Pocket + New Tab MVP 66/67, meta  pocket   new tab mvp 66 67,1487456.0,Pocket personalization V2: convert objects to maps,pocket personalization v2  convert objects to maps,1,M
9372.0,1569303.0,[meta] Extended First Run Triplets, meta  extended first run triplets,1575228.0,Bump up the holdback group to 5% for the extended triplets rollout,bump up the holdback group to 5  for the extended triplets rollout,1,M
32081.0,1346488.0,[meta] Photon UI Refresh, meta  photon ui refresh,1349422.0,[meta] Photon - Improvements to First-Run Experience, meta  photon   improvements to first run experience,1,M
12770.0,405605.0,[meta] Theme (css) changes for Windows XP and Vista, meta  theme  css  changes for windows xp and vista,413806.0,Land Windows icons for Beta 3,land windows icons for beta 3,1,M
30674.0,1432588.0,[META] Router Infrastructure, meta  router infrastructure,1456145.0,Add impression ping for AS router snippets,add impression ping for as router snippets,1,M
51956.0,1535711.0,[meta] Pocket New Tab, meta  pocket new tab,1567983.0,Editorial collection component or modifications to existing components,editorial collection component or modifications to existing components,1,M
