,req1Id,req1,req1Product,req1Type,req2Id,req2,req2Product,req2Type,BinaryClass,MultiClass
11491,1480513,Telemetry for Top Sites Search Shortcuts,Firefox,enhancement,1482205,"Add top search, fixed search and bug fixes to Activity Stream",Firefox,enhancement,1,blocks
11492,1480513,Telemetry for Top Sites Search Shortcuts,Firefox,enhancement,1482398,Uplift Top Search feature to Firefox 62,Firefox,enhancement,1,blocks
11493,1480518,Add Top Sites Search Shortcut UI to AS Top Sites,Firefox,enhancement,1479806,[META] Top Site Search Shortcuts,Firefox,enhancement,1,blocks
11494,1480518,Add Top Sites Search Shortcut UI to AS Top Sites,Firefox,enhancement,1480506,Top Search Shortcuts should allow user to unpin,Firefox,enhancement,1,blocks
11495,1480518,Add Top Sites Search Shortcut UI to AS Top Sites,Firefox,enhancement,1480513,Telemetry for Top Sites Search Shortcuts,Firefox,enhancement,1,blocks
11496,1480518,Add Top Sites Search Shortcut UI to AS Top Sites,Firefox,enhancement,1480888,Implement blocking system for special search shortcut top sites,Firefox,enhancement,1,blocks
11497,1480518,Add Top Sites Search Shortcut UI to AS Top Sites,Firefox,enhancement,1482205,"Add top search, fixed search and bug fixes to Activity Stream",Firefox,enhancement,1,blocks
11498,1480518,Add Top Sites Search Shortcut UI to AS Top Sites,Firefox,enhancement,1482398,Uplift Top Search feature to Firefox 62,Firefox,enhancement,1,blocks
11511,1480532,Remove “Reload All Tabs” from Tab context menu,Firefox,enhancement,1480542,Implement new overflow menu to permanently be visible,Firefox,enhancement,1,requires
11512,1480532,Remove “Reload All Tabs” from Tab context menu,Firefox,enhancement,1480456,Implement “Select All Tabs” into tab context menu,Firefox,enhancement,1,requires
11513,1480532,Remove “Reload All Tabs” from Tab context menu,Firefox,enhancement,1458007,[meta] Allow multiselect operations on tabs,Firefox,enhancement,1,blocks
11514,1480535,Make in-content search box more prominent,Firefox,enhancement,1479806,[META] Top Site Search Shortcuts,Firefox,enhancement,1,blocks
11515,1480535,Make in-content search box more prominent,Firefox,enhancement,1482205,"Add top search, fixed search and bug fixes to Activity Stream",Firefox,enhancement,1,blocks
11516,1480535,Make in-content search box more prominent,Firefox,enhancement,1482398,Uplift Top Search feature to Firefox 62,Firefox,enhancement,1,blocks
11517,1480541,Remove em-dash from search string dropdown text when the search query is empty,Firefox,enhancement,1479806,[META] Top Site Search Shortcuts,Firefox,enhancement,1,blocks
11518,1480541,Remove em-dash from search string dropdown text when the search query is empty,Firefox,enhancement,1482398,Uplift Top Search feature to Firefox 62,Firefox,enhancement,1,blocks
11680,1349552,Add Setting for More Window Drag Space,Firefox,enhancement,1355395,"[UX] Need spec for ""More Window Drag Space"" setting",Firefox,enhancement,1,requires
11681,1349552,Add Setting for More Window Drag Space,Firefox,enhancement,1355767,[meta] Photon tab strip,Firefox,enhancement,1,blocks
11682,1349555,Make tabs rectangular (remove tab curve),Firefox,enhancement,1355390,[UX] Need spec for rectangular tabs,Firefox,enhancement,1,requires
11683,1349555,Make tabs rectangular (remove tab curve),Firefox,enhancement,1441844,Remove unused --chrome-nav-bar-separator-color variable,Firefox,enhancement,1,requires
11684,1349555,Make tabs rectangular (remove tab curve),Firefox,enhancement,1355767,[meta] Photon tab strip,Firefox,enhancement,1,blocks
11685,1349555,Make tabs rectangular (remove tab curve),Firefox,enhancement,1382588,Verify that the Photon tab implementation gets rid of all the images in the tab strip that are loaded at startup,Firefox,enhancement,1,blocks
11687,1349555,Make tabs rectangular (remove tab curve),Firefox,enhancement,1363023,[meta] Implement compact and touch theme modes for the tab bar,Firefox,enhancement,1,blocks
11688,1349555,Make tabs rectangular (remove tab curve),Firefox,enhancement,1366555,Remove MOZ_PHOTON_THEME ifdefs and non-MOZ_PHOTON_THEME code,Firefox,enhancement,1,blocks
11689,1349555,Make tabs rectangular (remove tab curve),Firefox,enhancement,1367439,"Update toolbar background colors on OS X and Windows, update customize mode background to match",Firefox,enhancement,1,blocks
11691,1349555,Make tabs rectangular (remove tab curve),Firefox,enhancement,1392699,Remove obsolete tab image overrides,Firefox,enhancement,1,blocks
11746,1349689,Remove old preferences fork (in-content-old),Firefox,enhancement,1400829,Remove trackingProtectionPBM5 string from preferences/privacy.dtd,Firefox,enhancement,1,requires
11747,1349689,Remove old preferences fork (in-content-old),Firefox,enhancement,1356269,[meta] Photon - Preference,Firefox,enhancement,1,blocks
11749,1349689,Remove old preferences fork (in-content-old),Firefox,enhancement,1343682,Create temporary killswitch for preference reorg,Firefox,enhancement,1,blocks
11750,1349689,Remove old preferences fork (in-content-old),Firefox,enhancement,1405237,Revert unexpected npm-shrinkwrap.json changes in bug 1349689,Firefox,enhancement,1,blocks
11751,1349689,Remove old preferences fork (in-content-old),Firefox,enhancement,1386051,Remove support for browser.preferences.useOldOrganization,Firefox,enhancement,1,similar
11778,1349742,Investigate UITour's performance impact during window opening and closing,Firefox,enhancement,1357710,Uninitializing UITour is expensive,Firefox,enhancement,1,requires
11779,1349742,Investigate UITour's performance impact during window opening and closing,Firefox,enhancement,1348289,[meta] Photon - Improve perceived UI performance in Firefox (bugs for triage),Firefox,enhancement,1,blocks
11780,1480814,Add a pref to enable/disable top site search shortcuts on the newtab page,Firefox,enhancement,1479806,[META] Top Site Search Shortcuts,Firefox,enhancement,1,blocks
11781,1480814,Add a pref to enable/disable top site search shortcuts on the newtab page,Firefox,enhancement,1481559,"Add search filter, search pref and bug fixes to Activity Stream",Firefox,enhancement,1,blocks
11782,1480814,Add a pref to enable/disable top site search shortcuts on the newtab page,Firefox,enhancement,1482398,Uplift Top Search feature to Firefox 62,Firefox,enhancement,1,blocks
11790,1480888,Implement blocking system for special search shortcut top sites,Firefox,enhancement,1480518,Add Top Sites Search Shortcut UI to AS Top Sites,Firefox,enhancement,1,requires
11791,1480888,Implement blocking system for special search shortcut top sites,Firefox,enhancement,1479806,[META] Top Site Search Shortcuts,Firefox,enhancement,1,blocks
11792,1480888,Implement blocking system for special search shortcut top sites,Firefox,enhancement,1504764,Visiting yandex.ru multiple times creates a top site shortcut for yandex.com,Firefox,enhancement,1,blocks
11793,1480888,Implement blocking system for special search shortcut top sites,Firefox,enhancement,1482398,Uplift Top Search feature to Firefox 62,Firefox,enhancement,1,blocks
11795,1349822,[meta] updateCurrentBrowser can be slow,Firefox,enhancement,1355424,Consider making updateCurrentBrowser interruptible,Firefox,enhancement,1,requires
11796,1349822,[meta] updateCurrentBrowser can be slow,Firefox,enhancement,1361347,Can refreshIdentityBlock be optimized?,Firefox,enhancement,1,requires
11797,1349822,[meta] updateCurrentBrowser can be slow,Firefox,enhancement,1350724,Remove code for recording tab cache position (bug 1242013),Firefox,enhancement,1,requires
11798,1349822,[meta] updateCurrentBrowser can be slow,Firefox,enhancement,1363755,[meta] Photon - Tab interactions should be immediate,Firefox,enhancement,1,blocks
12029,1350472,[meta] Reduce the number of jsms loaded in content processes,Firefox,enhancement,1354820,Implement a module getter that will unload when idle,Firefox,enhancement,1,requires
12033,1350472,[meta] Reduce the number of jsms loaded in content processes,Firefox,enhancement,1357731,Consider removing Timer.jsm,Firefox,enhancement,1,requires
12034,1350472,[meta] Reduce the number of jsms loaded in content processes,Firefox,enhancement,1385954,Consider removing Preferences.jsm,Firefox,enhancement,1,requires
12038,1350472,[meta] Reduce the number of jsms loaded in content processes,Firefox,enhancement,1352522,Lazily load ContentWebRTC.jsm,Firefox,enhancement,1,requires
12044,1350472,[meta] Reduce the number of jsms loaded in content processes,Firefox,enhancement,1355533,Try to avoid loading AboutPocket.jsm in the content process at startup,Firefox,enhancement,1,requires
12046,1350472,[meta] Reduce the number of jsms loaded in content processes,Firefox,enhancement,1378171,Test which JS modules and components are loaded during content process startup,Firefox,enhancement,1,requires
12050,1481546,[meta] Let the Windows launcher process ride the trains,Firefox,enhancement,1520987,Launcher process: Consider disabling due to failure if we do not see the browser registry key updated in a reasonable amount of time,Firefox,enhancement,1,requires
12052,1481546,[meta] Let the Windows launcher process ride the trains,Firefox,enhancement,1460433,Implement failure logging for bootstrap process,Firefox,enhancement,1,requires
12053,1481546,[meta] Let the Windows launcher process ride the trains,Firefox,enhancement,1477790,Add the ability for firefox.exe to use the launcher process by default,Firefox,enhancement,1,requires
12055,1481546,[meta] Let the Windows launcher process ride the trains,Firefox,enhancement,1486901,Browser restarts should use launcher process when --enable-launcher-process is set,Firefox,enhancement,1,requires
12056,1481546,[meta] Let the Windows launcher process ride the trains,Firefox,enhancement,1488554,Enable the launcher process by default on Nightly,Firefox,enhancement,1,requires
12057,1481546,[meta] Let the Windows launcher process ride the trains,Firefox,enhancement,1495049,Launcher process: Treat headless mode as implicit --wait-for-browser,Firefox,enhancement,1,requires
12062,1481546,[meta] Let the Windows launcher process ride the trains,Firefox,enhancement,1517642,Make the installer and updater disable the launcher process by default on beta and release,Firefox,enhancement,1,requires
12063,1481546,[meta] Let the Windows launcher process ride the trains,Firefox,enhancement,1530539,Set --enable-launcher-process to default to on past Nightly,Firefox,enhancement,1,requires
12064,1481546,[meta] Let the Windows launcher process ride the trains,Firefox,enhancement,1530809,LaunchUnelevated should use ProcessRuntime to start COM instaed of STARegion,Firefox,enhancement,1,requires
12065,1481546,[meta] Let the Windows launcher process ride the trains,Firefox,enhancement,1531902,Launcher process should remain fully enabled on Beta,Firefox,enhancement,1,requires
12066,1481546,[meta] Let the Windows launcher process ride the trains,Firefox,enhancement,1543807,Launcher process should no longer depend on studies as of 68,Firefox,enhancement,1,requires
12067,1481546,[meta] Let the Windows launcher process ride the trains,Firefox,enhancement,1435780,[Meta] Firefox launcher process,Firefox,enhancement,1,blocks
12077,1481571,Add Google icon to top_sites.json,Firefox,enhancement,1479806,[META] Top Site Search Shortcuts,Firefox,enhancement,1,blocks
12078,1481571,Add Google icon to top_sites.json,Firefox,enhancement,1482205,"Add top search, fixed search and bug fixes to Activity Stream",Firefox,enhancement,1,blocks
12079,1481571,Add Google icon to top_sites.json,Firefox,enhancement,1482398,Uplift Top Search feature to Firefox 62,Firefox,enhancement,1,blocks
12102,1481597,Update fillSearchTopSiteTerm to use keyword awesomebar api,Firefox,enhancement,1480503,Create API for setting text (keyword) in and focusing on the awesomebar,Firefox,enhancement,1,requires
12103,1481597,Update fillSearchTopSiteTerm to use keyword awesomebar api,Firefox,enhancement,1479806,[META] Top Site Search Shortcuts,Firefox,enhancement,1,blocks
12104,1481597,Update fillSearchTopSiteTerm to use keyword awesomebar api,Firefox,enhancement,1482205,"Add top search, fixed search and bug fixes to Activity Stream",Firefox,enhancement,1,blocks
12105,1481597,Update fillSearchTopSiteTerm to use keyword awesomebar api,Firefox,enhancement,1482398,Uplift Top Search feature to Firefox 62,Firefox,enhancement,1,blocks
12107,1481605,Update designs for Top Site Search Shortcut tiles,Firefox,enhancement,1479806,[META] Top Site Search Shortcuts,Firefox,enhancement,1,blocks
12108,1481605,Update designs for Top Site Search Shortcut tiles,Firefox,enhancement,1482205,"Add top search, fixed search and bug fixes to Activity Stream",Firefox,enhancement,1,blocks
12109,1481605,Update designs for Top Site Search Shortcut tiles,Firefox,enhancement,1482398,Uplift Top Search feature to Firefox 62,Firefox,enhancement,1,blocks
12116,1350567,"On navigation to another SHEntry, we ought to recollect the previously current SHEntry as well to catch the LayoutHistoryState",Firefox,enhancement,1350569,Avoid full session history collect for DOMTitleChanged/OnHistoryReload,Firefox,enhancement,1,blocks
12119,1350569,Avoid full session history collect for DOMTitleChanged/OnHistoryReload,Firefox,enhancement,1350567,"On navigation to another SHEntry, we ought to recollect the previously current SHEntry as well to catch the LayoutHistoryState",Firefox,enhancement,1,requires
12120,1350569,Avoid full session history collect for DOMTitleChanged/OnHistoryReload,Firefox,enhancement,1330635,[meta] Sessionstore performance tracking,Firefox,enhancement,1,blocks
12126,1481677,Make in-content search box become fixed when scrolling,Firefox,enhancement,1479806,[META] Top Site Search Shortcuts,Firefox,enhancement,1,blocks
12127,1481677,Make in-content search box become fixed when scrolling,Firefox,enhancement,1482205,"Add top search, fixed search and bug fixes to Activity Stream",Firefox,enhancement,1,blocks
12128,1481677,Make in-content search box become fixed when scrolling,Firefox,enhancement,1482398,Uplift Top Search feature to Firefox 62,Firefox,enhancement,1,blocks
12129,1481680,Add mochitests for search shortcuts and fix existing mochitests,Firefox,enhancement,1479806,[META] Top Site Search Shortcuts,Firefox,enhancement,1,blocks
12130,1481680,Add mochitests for search shortcuts and fix existing mochitests,Firefox,enhancement,1489962,"Add snippets targeting, Pocket tagging and bug fixes to Activity Stream",Firefox,enhancement,1,blocks
12135,1481704,FX_TAB_SWITCH_TOTAL_E10S_MS doesn't include time to composite the new tab.,Firefox,enhancement,1436359,[meta] Async tab switcher bugs and improvements,Firefox,enhancement,1,blocks
12153,1350724,Remove code for recording tab cache position (bug 1242013),Firefox,enhancement,1349822,[meta] updateCurrentBrowser can be slow,Firefox,enhancement,1,blocks
12159,1481850,"Normalize search shortcut tile URLs, docs",Firefox,enhancement,1479806,[META] Top Site Search Shortcuts,Firefox,enhancement,1,blocks
12165,1481895,"Refactor SEARCH_SHORTCUTS, getSearchProvider to separate file",Firefox,enhancement,1479806,[META] Top Site Search Shortcuts,Firefox,enhancement,1,blocks
12166,1481895,"Refactor SEARCH_SHORTCUTS, getSearchProvider to separate file",Firefox,enhancement,1482205,"Add top search, fixed search and bug fixes to Activity Stream",Firefox,enhancement,1,blocks
12167,1481895,"Refactor SEARCH_SHORTCUTS, getSearchProvider to separate file",Firefox,enhancement,1482398,Uplift Top Search feature to Firefox 62,Firefox,enhancement,1,blocks
12185,1481958,Add binary version checking to TestNativeNt,Firefox,enhancement,1435780,[Meta] Firefox launcher process,Firefox,enhancement,1,blocks
12207,1482113,Don't collect metrics when previewing Snippets,Firefox,enhancement,1432588,[META] Router Infrastructure,Firefox,enhancement,1,blocks
12208,1482113,Don't collect metrics when previewing Snippets,Firefox,enhancement,1493794,"[Export] Add new search-only UI, onboarding localization, strings and bugfixes to Activity Stream",Firefox,enhancement,1,blocks
12209,1482114,Log Collected Snippet Metrics on Browser Console,Firefox,enhancement,1432588,[META] Router Infrastructure,Firefox,enhancement,1,blocks
12210,1482114,Log Collected Snippet Metrics on Browser Console,Firefox,enhancement,1513279,[META] Snippets,Firefox,enhancement,1,blocks
12211,1482125,Add internal aliases for common search plugins,Firefox,enhancement,1480504,Add @amazon and @google as internal search keywords,Firefox,enhancement,1,requires
12212,1482125,Add internal aliases for common search plugins,Firefox,enhancement,1479806,[META] Top Site Search Shortcuts,Firefox,enhancement,1,blocks
12213,1482125,Add internal aliases for common search plugins,Firefox,enhancement,1502975,Yandex search shortcut displayed in Russian for Turkish,Firefox,enhancement,1,blocks
12214,1482125,Add internal aliases for common search plugins,Firefox,enhancement,1480507,Add/Edit new Top Search Shortcut,Firefox,enhancement,1,blocks
12215,1482125,Add internal aliases for common search plugins,Firefox,enhancement,1482398,Uplift Top Search feature to Firefox 62,Firefox,enhancement,1,blocks
12216,1482125,Add internal aliases for common search plugins,Firefox,enhancement,1482479,Update SEARCH_SHORTCUTS and top_sites.json to support the 9 desired search urls,Firefox,enhancement,1,blocks
12217,1482125,Add internal aliases for common search plugins,Firefox,enhancement,1482565,Support and show @Яндекс and @百度 searches for yandex and baidu,Firefox,enhancement,1,blocks
12218,1482134,Add client_id to onboarding telemetry in Activity Stream Router,Firefox,enhancement,1432588,[META] Router Infrastructure,Firefox,enhancement,1,blocks
12219,1482134,Add client_id to onboarding telemetry in Activity Stream Router,Firefox,enhancement,1457565,[META] Onboarding / First Run,Firefox,enhancement,1,blocks
12221,1482138,"Expose ""Add search engine"" string from search.properties for use in Search Shortcut editing menu",Firefox,enhancement,1479806,[META] Top Site Search Shortcuts,Firefox,enhancement,1,blocks
12222,1482138,"Expose ""Add search engine"" string from search.properties for use in Search Shortcut editing menu",Firefox,enhancement,1482523,"Add search edititing, search unlinking and bug fixes to Activity Stream",Firefox,enhancement,1,blocks
12248,171467,Run check on bookmark validity,Firefox,enhancement,356418,Check saved bookmarks for validation,Firefox,enhancement,1,similar
12271,1482209,Handle disabling of the search shortcuts experiment,Firefox,enhancement,1479806,[META] Top Site Search Shortcuts,Firefox,enhancement,1,blocks
12272,1482209,Handle disabling of the search shortcuts experiment,Firefox,enhancement,1482205,"Add top search, fixed search and bug fixes to Activity Stream",Firefox,enhancement,1,blocks
12273,1482209,Handle disabling of the search shortcuts experiment,Firefox,enhancement,1482398,Uplift Top Search feature to Firefox 62,Firefox,enhancement,1,blocks
12297,1482281,Sync the new browser.contentblocking.enabled,Firefox,enhancement,1461743,[meta] Privacy UI Improvements,Firefox,enhancement,1,blocks
12298,1482281,Sync the new browser.contentblocking.enabled,Firefox,enhancement,1476217,Update Tracking Protection preferences for Content Blocking,Firefox,enhancement,1,blocks
12320,1482398,Uplift Top Search feature to Firefox 62,Firefox,enhancement,1479478,Exclude default search URLs from topsites,Firefox,enhancement,1,requires
12321,1482398,Uplift Top Search feature to Firefox 62,Firefox,enhancement,1480503,Create API for setting text (keyword) in and focusing on the awesomebar,Firefox,enhancement,1,requires
12322,1482398,Uplift Top Search feature to Firefox 62,Firefox,enhancement,1480504,Add @amazon and @google as internal search keywords,Firefox,enhancement,1,requires
12323,1482398,Uplift Top Search feature to Firefox 62,Firefox,enhancement,1480506,Top Search Shortcuts should allow user to unpin,Firefox,enhancement,1,requires
12324,1482398,Uplift Top Search feature to Firefox 62,Firefox,enhancement,1480507,Add/Edit new Top Search Shortcut,Firefox,enhancement,1,requires
12325,1482398,Uplift Top Search feature to Firefox 62,Firefox,enhancement,1480508,Add Top Site Search Shortcuts automatically for new and existing users,Firefox,enhancement,1,requires
12326,1482398,Uplift Top Search feature to Firefox 62,Firefox,enhancement,1480509,Populating Default Profiles with @google and @amazon Top Site Search Shortcut tiles,Firefox,enhancement,1,requires
12327,1482398,Uplift Top Search feature to Firefox 62,Firefox,enhancement,1480513,Telemetry for Top Sites Search Shortcuts,Firefox,enhancement,1,requires
12328,1482398,Uplift Top Search feature to Firefox 62,Firefox,enhancement,1480518,Add Top Sites Search Shortcut UI to AS Top Sites,Firefox,enhancement,1,requires
12329,1482398,Uplift Top Search feature to Firefox 62,Firefox,enhancement,1480535,Make in-content search box more prominent,Firefox,enhancement,1,requires
12330,1482398,Uplift Top Search feature to Firefox 62,Firefox,enhancement,1480541,Remove em-dash from search string dropdown text when the search query is empty,Firefox,enhancement,1,requires
12331,1482398,Uplift Top Search feature to Firefox 62,Firefox,enhancement,1480814,Add a pref to enable/disable top site search shortcuts on the newtab page,Firefox,enhancement,1,requires
12332,1482398,Uplift Top Search feature to Firefox 62,Firefox,enhancement,1480888,Implement blocking system for special search shortcut top sites,Firefox,enhancement,1,requires
12333,1482398,Uplift Top Search feature to Firefox 62,Firefox,enhancement,1481571,Add Google icon to top_sites.json,Firefox,enhancement,1,requires
12334,1482398,Uplift Top Search feature to Firefox 62,Firefox,enhancement,1481597,Update fillSearchTopSiteTerm to use keyword awesomebar api,Firefox,enhancement,1,requires
12335,1482398,Uplift Top Search feature to Firefox 62,Firefox,enhancement,1481605,Update designs for Top Site Search Shortcut tiles,Firefox,enhancement,1,requires
12336,1482398,Uplift Top Search feature to Firefox 62,Firefox,enhancement,1481677,Make in-content search box become fixed when scrolling,Firefox,enhancement,1,requires
12337,1482398,Uplift Top Search feature to Firefox 62,Firefox,enhancement,1481895,"Refactor SEARCH_SHORTCUTS, getSearchProvider to separate file",Firefox,enhancement,1,requires
12338,1482398,Uplift Top Search feature to Firefox 62,Firefox,enhancement,1482125,Add internal aliases for common search plugins,Firefox,enhancement,1,requires
12339,1482398,Uplift Top Search feature to Firefox 62,Firefox,enhancement,1482209,Handle disabling of the search shortcuts experiment,Firefox,enhancement,1,requires
12340,1482398,Uplift Top Search feature to Firefox 62,Firefox,enhancement,1482473,Top search should be more like a button not a link,Firefox,enhancement,1,requires
12341,1482398,Uplift Top Search feature to Firefox 62,Firefox,enhancement,1482479,Update SEARCH_SHORTCUTS and top_sites.json to support the 9 desired search urls,Firefox,enhancement,1,requires
12342,1482398,Uplift Top Search feature to Firefox 62,Firefox,enhancement,1482484,Too many pinned links causes RangeError: invalid array length,Firefox,enhancement,1,requires
12343,1482398,Uplift Top Search feature to Firefox 62,Firefox,enhancement,1482519,"Only convert amazon, google, baidu, yandex to organic search shortcuts",Firefox,enhancement,1,requires
12344,1482398,Uplift Top Search feature to Firefox 62,Firefox,enhancement,1482565,Support and show @Яндекс and @百度 searches for yandex and baidu,Firefox,enhancement,1,requires
12345,1482398,Uplift Top Search feature to Firefox 62,Firefox,enhancement,1482568,Add telemetry for adding search engines,Firefox,enhancement,1,requires
12346,1482398,Uplift Top Search feature to Firefox 62,Firefox,enhancement,1482958,"Unknown event: ""MENU_ADD_SEARCH"" and ""SEARCH_EDIT_CLOSE""",Firefox,enhancement,1,requires
12347,1482398,Uplift Top Search feature to Firefox 62,Firefox,enhancement,1483065,Add UT events for SEARCH_EDIT_ADD and SEARCH_EDIT_DELETE,Firefox,enhancement,1,requires
12348,1482398,Uplift Top Search feature to Firefox 62,Firefox,enhancement,1483297,Add search shortcut count to session stats,Firefox,enhancement,1,requires
12349,1482398,Uplift Top Search feature to Firefox 62,Firefox,enhancement,1483615,Turn search shortcuts off and default filtering by default for release,Firefox,enhancement,1,requires
12350,1482398,Uplift Top Search feature to Firefox 62,Firefox,enhancement,1483653,Sites filtered out by improvesearch.noDefaultSearchTile are replaced by default sites,Firefox,enhancement,1,requires
12351,1482398,Uplift Top Search feature to Firefox 62,Firefox,enhancement,1479806,[META] Top Site Search Shortcuts,Firefox,enhancement,1,blocks
12383,1482473,Top search should be more like a button not a link,Firefox,enhancement,1479806,[META] Top Site Search Shortcuts,Firefox,enhancement,1,blocks
12384,1482473,Top search should be more like a button not a link,Firefox,enhancement,1482398,Uplift Top Search feature to Firefox 62,Firefox,enhancement,1,blocks
12385,1482473,Top search should be more like a button not a link,Firefox,enhancement,1482479,Update SEARCH_SHORTCUTS and top_sites.json to support the 9 desired search urls,Firefox,enhancement,1,blocks
12386,1482473,Top search should be more like a button not a link,Firefox,enhancement,1482523,"Add search edititing, search unlinking and bug fixes to Activity Stream",Firefox,enhancement,1,blocks
12388,1482479,Update SEARCH_SHORTCUTS and top_sites.json to support the 9 desired search urls,Firefox,enhancement,1482125,Add internal aliases for common search plugins,Firefox,enhancement,1,requires
12389,1482479,Update SEARCH_SHORTCUTS and top_sites.json to support the 9 desired search urls,Firefox,enhancement,1482473,Top search should be more like a button not a link,Firefox,enhancement,1,requires
12390,1482479,Update SEARCH_SHORTCUTS and top_sites.json to support the 9 desired search urls,Firefox,enhancement,1479806,[META] Top Site Search Shortcuts,Firefox,enhancement,1,blocks
12391,1482479,Update SEARCH_SHORTCUTS and top_sites.json to support the 9 desired search urls,Firefox,enhancement,1482398,Uplift Top Search feature to Firefox 62,Firefox,enhancement,1,blocks
12392,1482479,Update SEARCH_SHORTCUTS and top_sites.json to support the 9 desired search urls,Firefox,enhancement,1482523,"Add search edititing, search unlinking and bug fixes to Activity Stream",Firefox,enhancement,1,blocks
12395,1351413,Disable animations/transitions based on Windows Experience Index,Firefox,enhancement,1348289,[meta] Photon - Improve perceived UI performance in Firefox (bugs for triage),Firefox,enhancement,1,blocks
12396,1351413,Disable animations/transitions based on Windows Experience Index,Firefox,enhancement,1359929,Disable animations entirely on really low-speced hardware?,Firefox,enhancement,1,similar
12397,1482484,Too many pinned links causes RangeError: invalid array length,Firefox,enhancement,1479806,[META] Top Site Search Shortcuts,Firefox,enhancement,1,blocks
12398,1482484,Too many pinned links causes RangeError: invalid array length,Firefox,enhancement,1482398,Uplift Top Search feature to Firefox 62,Firefox,enhancement,1,blocks
12399,1482484,Too many pinned links causes RangeError: invalid array length,Firefox,enhancement,1482523,"Add search edititing, search unlinking and bug fixes to Activity Stream",Firefox,enhancement,1,blocks
12402,1482519,"Only convert amazon, google, baidu, yandex to organic search shortcuts",Firefox,enhancement,1479806,[META] Top Site Search Shortcuts,Firefox,enhancement,1,blocks
12403,1482519,"Only convert amazon, google, baidu, yandex to organic search shortcuts",Firefox,enhancement,1482398,Uplift Top Search feature to Firefox 62,Firefox,enhancement,1,blocks
12404,1482519,"Only convert amazon, google, baidu, yandex to organic search shortcuts",Firefox,enhancement,1482523,"Add search edititing, search unlinking and bug fixes to Activity Stream",Firefox,enhancement,1,blocks
12411,1482565,Support and show @Яндекс and @百度 searches for yandex and baidu,Firefox,enhancement,1482125,Add internal aliases for common search plugins,Firefox,enhancement,1,requires
12412,1482565,Support and show @Яндекс and @百度 searches for yandex and baidu,Firefox,enhancement,1479806,[META] Top Site Search Shortcuts,Firefox,enhancement,1,blocks
12413,1482565,Support and show @Яндекс and @百度 searches for yandex and baidu,Firefox,enhancement,1482398,Uplift Top Search feature to Firefox 62,Firefox,enhancement,1,blocks
12417,1482568,Add telemetry for adding search engines,Firefox,enhancement,1483065,Add UT events for SEARCH_EDIT_ADD and SEARCH_EDIT_DELETE,Firefox,enhancement,1,requires
12418,1482568,Add telemetry for adding search engines,Firefox,enhancement,1479806,[META] Top Site Search Shortcuts,Firefox,enhancement,1,blocks
12419,1482568,Add telemetry for adding search engines,Firefox,enhancement,1482398,Uplift Top Search feature to Firefox 62,Firefox,enhancement,1,blocks
12420,1482568,Add telemetry for adding search engines,Firefox,enhancement,1483375,"Add tab-able search, search telemetry and bug fixes to Activity Stream",Firefox,enhancement,1,blocks
12431,1482608,Ship a Rust bookmark merger on Desktop,Firefox,enhancement,1527452,Fix unsound bookmark mirror tests,Firefox,enhancement,1,requires
12432,1482608,Ship a Rust bookmark merger on Desktop,Firefox,enhancement,1528589,Vendor the crate Dogear,Firefox,enhancement,1,requires
12436,1482608,Ship a Rust bookmark merger on Desktop,Firefox,enhancement,1433177,[Meta] New bookmark sync,Firefox,enhancement,1,blocks
12437,1482608,Ship a Rust bookmark merger on Desktop,Firefox,enhancement,1530145,Record telemetry for possible sync loops caused by the Rust merger,Firefox,enhancement,1,blocks
12438,1482608,Ship a Rust bookmark merger on Desktop,Firefox,enhancement,1515784,Consider reuploading inconsistent bookmarks immediately after a sync,Firefox,enhancement,1,similar
12439,1482608,Ship a Rust bookmark merger on Desktop,Firefox,enhancement,1528589,Vendor the crate Dogear,Firefox,enhancement,1,similar
12445,1482633,Unexpected default pinned top search for various locale and region combinations,Firefox,enhancement,1479806,[META] Top Site Search Shortcuts,Firefox,enhancement,1,blocks
12446,1482654,1.43ms uninterruptible reflow at onxblunderflow@chrome://browser/content/tabbrowser.xml:47:11,Firefox,enhancement,1348289,[meta] Photon - Improve perceived UI performance in Firefox (bugs for triage),Firefox,enhancement,1,blocks
12454,1482682,[tracking] Sessionstore development related to session managers,Firefox,enhancement,1476616,SessionStore.setTabState should serialize principals,Firefox,enhancement,1,requires
12455,1482682,[tracking] Sessionstore development related to session managers,Firefox,enhancement,1512802,Consider allowing individual session management of containers,Firefox,enhancement,1,requires
12456,1482682,[tracking] Sessionstore development related to session managers,Firefox,enhancement,1524948,Introduce Session Groups to allow to manage multiple sessions at the same time,Firefox,enhancement,1,requires
12457,1482682,[tracking] Sessionstore development related to session managers,Firefox,enhancement,1528598,Allow Firefox/session managers to manage multiple sessions at the same time,Firefox,enhancement,1,requires
12458,1482682,[tracking] Sessionstore development related to session managers,Firefox,enhancement,1564412,[META] Convert contentSessionStore to C++,Firefox,enhancement,1,requires
12459,1482682,[tracking] Sessionstore development related to session managers,Firefox,enhancement,1517895,Update session store / session history code to use APIs that scroll the visual viewport where appropriate,Firefox,enhancement,1,requires
12460,1482682,[tracking] Sessionstore development related to session managers,Firefox,enhancement,1330635,[meta] Sessionstore performance tracking,Firefox,enhancement,1,blocks
